"lon"	"lat"	"z"
"66"	-87.58	32.7	-0.525163710853195
"67"	-86.63	31.83	0.752749787620221
"68"	-87.67	30.27	-0.976633009877941
"69"	-86.28	34.35	0.172080570040195
"70"	-86.28	34.37	0.186236244717349
"71"	-87.62	34.23	0.208738033473488
"72"	-87.98	34.1	0.094827816040173
"73"	-86.58	32.18	-0.295610705361034
"74"	-85.33	31.35	0.367579468839964
"75"	-85.6	33.65	0.787870541021472
"76"	-86.32	31.95	0.293501045486779
"77"	-85.4	33.53	0.284669379473436
"78"	-87.93	34.33	-0.163906147646778
"79"	-87.88	31.52	-1.04074123434585
"80"	-85.75	33.82	-0.0934561028572561
"81"	-87.27	33.9	-0.00101716272029762
"82"	-86.25	32.62	-0.452199179060321
"83"	-85.4	32.9	0.181740719823236
"84"	-86.52	32.97	-0.292546378186531
"85"	-86.55	33.55	-0.433703976332416
"86"	-85.77	34.18	0.00186801296206818
"87"	-88.18	32.58	-1.15058883861753
"88"	-86.37	31.02	0.582860905466871
"89"	-85.55	31.8	-0.659153691572982
"90"	-86.75	34.7	0.118459907853992
"91"	-86.85	33.5	-0.853978875418123
"92"	-87.3	32.62	-0.642026049389589
"93"	-87.22	32.47	-0.448150861858366
"94"	-85.92	32.67	1.13413970039244
"95"	-86	32.27	0.0142310673088242
"96"	-88.45	31.93	-0.936983331210242
"97"	-87.33	32.88	-1.00916464930227
"98"	-87.37	32.1	-1.10184948207689
"99"	-85.9	32.45	-0.318910707599593
"100"	-87.07	32.1	0.0268160900030453
"101"	-86.45	32.8	0.0145490496730026
"102"	-88.23	30.68	-1.08579745721481
"103"	-88.03	30.7	-0.449567627198378
"104"	-86.87	33.1	0.232198517658073
"105"	-87.3	34.48	0.371206271911067
"106"	-87.62	34.75	0.391147796864233
"107"	-87.27	31.72	-0.710924593436357
"108"	-85.62	31.33	0.323345649549546
"109"	-86.48	33.95	-0.0448849305127385
"110"	-85.38	32.63	-0.21757688281837
"111"	-87.23	32.3	-0.349847887823619
"112"	-85.65	31.47	-0.865257391293039
"113"	-86.67	33.77	-0.0437185923047693
"114"	-86.25	33.6	-0.165210900464226
"115"	-87.13	32.62	0.196550943113713
"116"	-85.02	32.5	0.272132070050035
"117"	-88.27	33.22	-0.420928552899386
"118"	-87.6	31.98	-0.661943240602285
"119"	-86.07	32.07	-0.11620546500088
"120"	-86.93	32.65	-0.389936635780703
"121"	-86.47	32.47	-0.477656471405004
"122"	-86.25	32.3	-0.289326574796422
"123"	-88.35	32.2	-0.726532360496325
"124"	-88.15	34.45	0.559509305764333
"125"	-86.6	34.58	0.670253809562934
"126"	-88.02	33.38	-0.753079740780443
"127"	-86.53	31.37	-0.709693242955544
"128"	-87.6	30.55	-1.22187474734987
"129"	-86.22	32.88	0.921456014320954
"130"	-85.3	33.15	-0.171891502265108
"131"	-86.82	34.17	-0.101961219814739
"132"	-86.97	33.72	0.185375466499473
"133"	-86.05	34.68	1.19215152562821
"134"	-85.28	32.3	-0.775981925285136
"135"	-87	32.42	0.034208434270908
"136"	-85.6	31.05	0.0686316192110437
"137"	-87.02	32	-1.32324353079279
"138"	-87.18	32.53	0.0994252396821714
"139"	-86.2	33.2	-0.679472764372725
"140"	-86.1	33.43	0.372990752829941
"141"	-87.73	31.92	-1.18013638735957
"142"	-86.7	32.88	-0.867303614463106
"143"	-85.9	32.53	0.518421610294726
"144"	-86.73	33.82	-0.204533617017739
"145"	-85.95	31.78	-0.324833104434654
"146"	-87.62	33.23	-1.42625225130685
"147"	-87.58	33.22	-1.25503541962615
"148"	-85.75	32.02	0.20278714582559
"149"	-87.52	32.45	-0.647121826879824
"150"	-85.62	34.57	0.553237737838893
"151"	-85.57	33.13	0.858644222664786
"152"	-87.23	31.2	-0.536420342412486
"153"	-86.32	34.07	0.0594156704916242
"154"	-88.07	34.92	-0.587992076645656
"155"	-87.12	33.12	-0.429127975101549
"156"	-86.2	32.53	0.261059591517507
"157"	-87.72	31.65	-0.767992081050167
"158"	-87.83	33.92	-0.375095243232247
"159"	-85.9	32.57	0.844648007746139
"160"	-113.18	33.95	0.178336900323664
"161"	-112.87	32.37	-0.51915903519335
"162"	-112.83	32.45	0.00117594881340269
"163"	-112.12	33.5	-1.19001354292907
"164"	-111.07	31.72	-0.630084897107043
"165"	-111.38	31.97	0.832098803664276
"166"	-110.25	31.9	-1.04168440457222
"167"	-111.32	31.58	0.00424676076953226
"168"	-112.48	35.22	-0.403896819583461
"169"	-111.25	33.1	-1.13236524541694
"170"	-113.17	34.58	-0.341276154733704
"171"	-113.08	34.65	-0.0832033326246819
"172"	-111.37	34.03	-0.523898206474186
"173"	-111.63	33.82	-0.746842263462005
"174"	-112.38	33.67	-0.73968548036476
"175"	-111.72	34.67	-0.805656047117823
"176"	-109.22	33.68	0.0296255841617753
"177"	-110.28	31.97	-0.852749315430395
"178"	-110.53	36.68	-1.09409309088773
"179"	-109.88	31.42	-0.929664133593963
"180"	-109.77	33.48	-0.897302821180095
"181"	-109.1	33.62	0.145025048049271
"182"	-110.2	32.57	-0.941945483056319
"183"	-114.02	33.95	0.0315290113026211
"184"	-109.48	32.33	0.0583204656364938
"185"	-112.58	33.38	-0.501923406323527
"186"	-112.15	34.2	-0.538605350290654
"187"	-111.53	35.27	-0.488722375589102
"188"	-112.87	34.8	-0.226363945517026
"189"	-110.52	31.55	-1.25614010089507
"190"	-109.53	36.15	-0.45240673309858
"191"	-111.75	32.88	-0.741457384692172
"192"	-111.53	33	-1.16509735369612
"193"	-112.37	33.98	-1.03477128948645
"194"	-112.05	33.73	-1.13447435720247
"195"	-111.83	33.3	-1.1897682003808
"196"	-111.68	33.22	-1.44582587475332
"197"	-110.92	34.53	-0.629448642066463
"198"	-111.7	34.35	-0.672219687811759
"199"	-112.45	34.77	-0.852065001903003
"200"	-109.35	32	-0.76019884240594
"201"	-110.45	34.05	0.045364535703534
"202"	-109.28	33.05	0.856596724082822
"203"	-111.42	36.63	-0.714866311846224
"204"	-112.17	34.3	-1.14224225320778
"205"	-110.25	31.35	-0.506059838200092
"206"	-111.12	32.33	0.642479450106509
"207"	-112.03	34.73	-0.251972776196151
"208"	-112.33	34.2	-0.917766590304876
"209"	-113.53	32.8	0.410393567786829
"210"	-114.57	35.2	-1.34180592889278
"211"	-112.13	33.58	-1.55943412412339
"212"	-109.6	32.17	0.331909110359924
"213"	-109.53	31.35	-1.10981810047725
"214"	-109.6	31.47	-0.487843615542711
"215"	-109.58	31.35	-1.02435151056961
"216"	-111.95	34.35	-0.767171857051112
"217"	-109.1	32.73	-0.434922160034294
"218"	-109.48	33.33	0.233375575710552
"219"	-114.53	33.6	-0.699920759947731
"220"	-110.53	31.68	-0.376630312313592
"221"	-111.55	32.75	-1.03328587832754
"222"	-110.18	31.72	-0.0476128232454421
"223"	-111.73	33.43	-0.677249163024848
"224"	-110.1	34.15	-0.147106213610794
"225"	-109.95	32.62	0.0692403728817255
"226"	-110.33	31.57	-2.13091399699571
"227"	-111.73	35.27	-0.806498140276633
"228"	-111.57	34.42	-0.419842374159488
"229"	-112.53	36.95	-0.291984463147134
"230"	-109.18	33.33	-0.485356192108237
"231"	-109.55	35.72	-0.0741395169096689
"232"	-112.72	32.95	-0.536739454131962
"233"	-112.72	32.88	-0.0775111197602953
"234"	-111.28	34.12	0.256832736339211
"235"	-110.8	33.38	0.432601782314492
"236"	-112.13	36.05	-1.03756656772191
"237"	-112.12	36.05	-0.982865261097489
"238"	-112.15	36.05	-0.979086461990492
"239"	-111.7	33.52	-0.891706921775194
"240"	-109.38	33.2	-0.366240256363183
"241"	-109.47	34.03	1.41744894838497
"242"	-112.48	33.5	-0.719644354519442
"243"	-112.45	34.48	-0.746100735616313
"244"	-113.15	33.52	-0.488884189146763
"245"	-110.57	34.42	-0.367625541713322
"246"	-112.87	34.47	-0.448793526075866
"247"	-110.17	34.9	-1.10609257069038
"248"	-111.72	33.98	-0.327156793710798
"249"	-112.1	36.1	0.501459870346071
"250"	-111.62	34.4	-0.575727301370096
"251"	-112.12	34.75	-0.517438476119194
"252"	-111.75	34.97	-0.767422071985952
"253"	-110.27	36.73	-0.364223807228811
"254"	-110.2	35.82	-0.733773860859607
"255"	-110.97	33.1	-0.806812922824214
"256"	-114	35.22	-0.0113854903638898
"257"	-114.02	35.2	-0.0431921136848729
"258"	-111.6	31.97	-1.06359924990919
"259"	-109.7	35.55	0.266233854420032
"260"	-110.33	32.83	-0.878524476199303
"261"	-113.87	33.27	-0.683435523028252
"262"	-109.98	34.17	0.0892890574397785
"263"	-112.15	33.33	-0.441951283367975
"264"	-111.6	36.87	-1.17244141316916
"265"	-110.97	35.28	0.28416134789878
"266"	-112.37	33.5	-1.02887124425397
"267"	-109.23	36.42	0.406956931440373
"268"	-109.62	36.35	0.203864042252216
"269"	-112.03	33.12	-0.463016307454972
"270"	-112.28	33.6	-1.13032052261063
"271"	-109.55	33.75	-0.372090077851297
"272"	-109.85	34.07	-0.519009302427767
"273"	-111.8	33.42	-1.06024998950378
"274"	-110.88	33.4	-0.465929838074715
"275"	-111.83	34.62	-0.673337555624651
"276"	-111.45	33.55	-1.19729204350563
"277"	-113.3	36.42	-0.85557904856122
"278"	-111.45	34.32	-0.682210422066594
"279"	-109.53	35.13	-0.220069202306258
"280"	-110.68	32.12	-1.10256420271163
"281"	-110.92	31.35	-0.378461115336432
"282"	-110.93	31.35	0.127673593834938
"283"	-110.72	32.57	-0.712413269351841
"284"	-110.62	35.87	-0.551712275755869
"285"	-112.78	31.93	0.826780361652169
"286"	-111.45	36.92	-0.325038500247493
"287"	-109.2	31.88	0.958601340895083
"288"	-111.97	33.55	-1.32757754290133
"289"	-114.22	34.22	-0.31884133503406
"290"	-110.75	31.55	-1.3661380854865
"291"	-111.27	34.4	-0.474491320938884
"292"	-111.33	34.23	-0.514567177728961
"293"	-113.42	35.53	-0.166080060505157
"294"	-109.87	31.92	-1.05899381902753
"295"	-109.87	34.8	-0.791718566659203
"296"	-112.07	33.5	-1.16905475295184
"297"	-112.03	33.43	-1.21126614290962
"298"	-112.07	33.47	-0.842055937232759
"299"	-111.47	32.87	-0.965521758482053
"300"	-110.98	33.35	-0.221991394139826
"301"	-110.25	34.3	-0.967930244084735
"302"	-109.92	34.12	0.362279934857296
"303"	-112.43	34.57	-0.23255217443203
"304"	-112.43	34.65	-0.536818839622145
"305"	-114.23	33.67	-0.680170182489814
"306"	-110.48	32.43	-0.716203996698936
"307"	-111.37	32.5	-0.457669331978062
"308"	-111.15	33.67	-0.321765235537463
"309"	-109.37	31.75	0.0551930640802124
"310"	-110.82	32.3	-0.829988278746357
"311"	-111.75	33.07	-1.3626155450252
"312"	-109.72	32.83	0.875046859786834
"313"	-109.68	32.82	0.290990426472832
"314"	-110.98	31.98	-0.947816511287216
"315"	-109.38	34.52	-1.02584185229012
"316"	-110	31.85	0.324694462903449
"317"	-113.65	33.77	-0.423005880678062
"318"	-110.5	33.8	0.381695349865392
"319"	-110.45	33.35	0.472880883569395
"320"	-110.53	33.18	-0.406495144444941
"321"	-109.17	35.17	0.344762129666808
"322"	-110.85	31.77	-0.957969287166827
"323"	-112.05	32.32	0.471147123538941
"324"	-111.55	31.48	-0.759388913960177
"325"	-111.6	31.58	0.434828560251136
"326"	-111.77	34.87	-0.316369107591031
"327"	-112.88	35.32	-1.03701133109668
"328"	-111.88	31.92	1.24868974866461
"329"	-110	34.27	-1.19071704375334
"330"	-110.97	33.8	-0.41224176569761
"331"	-111.5	32.38	-0.902646775864475
"332"	-109.95	34.33	-0.598268613069579
"333"	-110.08	34.5	-0.53589143078959
"334"	-109.3	34.13	-0.0266439448689056
"335"	-112.73	34.17	-0.236261502256465
"336"	-109.2	31.4	-0.167183501207074
"337"	-111.53	33.57	-0.82106813730003
"338"	-111.47	33.87	-0.730237329962161
"339"	-112.7	36.2	-2.11227863474119
"340"	-111.1	33.3	-0.727282431197685
"341"	-111.93	33.43	-1.07179270237557
"342"	-111.97	33.38	-0.998191257042899
"343"	-112.25	33.45	-0.846565731456946
"344"	-110.05	31.7	-0.23237588811636
"345"	-112.92	33.48	1.36589677493831
"346"	-111.1	34.37	-0.167982311406827
"347"	-112.75	34.62	-0.736226134411308
"348"	-113.67	35.38	0.211822256972008
"349"	-111.25	36.13	-0.452138725880004
"350"	-110.95	32.28	-0.706200351398451
"351"	-110.83	32.25	-0.523111855430069
"352"	-110.95	32.23	-0.171428193562265
"353"	-110.95	32.13	-0.787231669318107
"354"	-111.05	31.57	-1.39836710921271
"355"	-113.07	36.28	-1.0457885881641
"356"	-111.48	36.98	-1.16494829079539
"357"	-111.52	35.17	-0.358194133766478
"358"	-112.85	34.93	-0.612950329014772
"359"	-112.55	34.3	-0.492768813607819
"360"	-114.13	32.68	-0.615688250858445
"361"	-109.97	33.83	-0.917890947286684
"362"	-112.73	33.98	-0.893975405973587
"363"	-113.62	34.73	-0.0164583020510357
"364"	-109.83	32.25	-0.613840970484749
"365"	-112.18	35.25	-0.619150241752438
"366"	-110.9	32.73	-0.473984642315548
"367"	-109.05	35.68	-0.102603881873119
"368"	-110.73	35.02	-0.393022965167113
"369"	-112.53	33.78	-0.902703593628868
"370"	-111.37	35.52	-0.961816967978601
"371"	-110.2	31.45	-0.233140119250508
"372"	-112.8	34.45	-0.0783176713868654
"373"	-110.93	34.08	-0.744486485592083
"374"	-114.15	34.87	-0.603795649638101
"375"	-114.65	32.62	-1.02589056579884
"376"	-114.4	32.83	-0.626914485909541
"377"	-114.63	32.62	-0.550979048508089
"378"	-114.6	32.75	-0.610982046942714
"379"	-94.2	35.07	0.102498602236499
"380"	-91.08	35.9	0.3491064084568
"381"	-92.87	34.8	0.942163188856863
"382"	-93.48	34.78	-0.250753784240105
"383"	-93.42	34.28	0.219617230550715
"384"	-93.42	34.03	0.452027737684532
"385"	-92.98	34.97	-0.0946099745268245
"386"	-93.05	34.12	1.44770866025609
"387"	-91.2	33.62	-0.71222458280665
"388"	-94.13	33.67	0.7007474195252
"389"	-93.97	34.32	-0.649799034280744
"390"	-91.37	35.28	0.167145276893361
"391"	-91.57	35.3	0.814202096995007
"392"	-91.78	35.82	0.0246215164349792
"393"	-91.63	35.75	0.0808308157298177
"394"	-90.63	36.18	0.282189929041163
"395"	-91.1	35.43	0.215418001483901
"396"	-92.62	34.55	-0.227340975090248
"397"	-94.22	36.37	0.381313351351583
"398"	-93.57	36.37	-0.471342997096338
"399"	-93.97	34.48	-1.20260485378893
"400"	-91.1	36.12	0.00642394653153872
"401"	-93.2	34.57	0.152854770062407
"402"	-93.15	33.68	0.758290527561265
"403"	-89.92	35.93	-0.0453924462423418
"404"	-93.93	35.12	-0.361773889180338
"405"	-93.3	33.87	0.339444475975003
"406"	-91.18	34.88	-0.536261803162158
"407"	-93.5	35.87	-0.765477824883029
"408"	-89.95	35.82	0.364914073091186
"409"	-92.08	34.95	0.0794381708747252
"410"	-92.13	36.13	-1.86727432378803
"411"	-92.82	33.6	-0.556233450173102
"412"	-91.75	34.78	0.4472038821327
"413"	-91.3	34.68	-0.0345018966815952
"414"	-93.47	35.47	-0.371389523350127
"415"	-92.47	35.58	0.232445561656588
"416"	-92.47	35.08	0.314645711047348
"417"	-90.58	36.43	-0.105385752999037
"418"	-94.42	34.43	-0.383143769736201
"419"	-91.93	33.03	-0.0624111722226555
"420"	-92.43	34.7	-0.0880269917028993
"421"	-91.58	34.07	-0.252722917579926
"422"	-92.42	35.37	0.249324229856873
"423"	-93.4	35.05	-0.0809156643539854
"424"	-93.15	35.22	0.551118258787845
"425"	-94.35	34.03	0.0099780046327646
"426"	-91.43	33.52	-1.26175870659267
"427"	-91.5	34.97	-0.119846254627112
"428"	-93.4	35.72	-0.128918753341372
"429"	-94.03	34.12	0.381855010572047
"430"	-91.5	33.88	-1.0404272757849
"431"	-92.8	33.22	0.309115518365351
"432"	-93.78	36.42	0.121441723002994
"433"	-91.62	36.08	-0.428488308634937
"434"	-94.17	36	-0.904029462543753
"435"	-94.17	36.1	0.33133975211286
"436"	-92.37	33.7	0.11738052071098
"437"	-94.37	35.33	-0.480531563471354
"438"	-94.15	35.65	-0.132556694674475
"439"	-93.8	33.62	0.0002151841432593
"440"	-91.45	35.13	0.115331319520841
"441"	-92.72	35.98	-0.738346945379357
"442"	-93.55	34.33	0.19993612027901
"443"	-93.68	34.88	-0.309931115628831
"444"	-94.45	36.43	0.134104883305932
"445"	-93.43	36.33	-0.345566024481529
"446"	-92.38	35.23	0.251795465314918
"447"	-94.25	35.22	-0.0575562958605947
"448"	-92	35.52	-0.0314735580629745
"449"	-91.8	33.23	-0.905807942875923
"450"	-93.12	36.23	0.567029122003484
"451"	-93.15	36.27	0.226179203695836
"452"	-92.97	35.47	0.184408616334646
"453"	-93.55	33.72	-0.223669225562309
"454"	-94.37	33.93	0.438935338333778
"455"	-93.05	34.52	-0.112835572389615
"456"	-94.05	33.58	0.998288564126097
"457"	-93.18	36.02	0.0772249257604619
"458"	-93.07	34.7	0.148679270528077
"459"	-90.7	35.83	0.219361974124002
"460"	-90.08	35.67	0.102666449993208
"461"	-92	34.6	0.601999578029062
"462"	-90.43	35.82	0.171595948452958
"463"	-92.47	34.85	0.943360816591003
"464"	-93.83	34.32	0.356694825425256
"465"	-92.9	36.4	-1.0837769216938
"466"	-94.32	35.7	-0.694579402862418
"467"	-92.58	34.17	-0.141419565307671
"468"	-92.23	34.73	0.14554012640325
"469"	-92.32	34.77	-0.00702426129676646
"470"	-93.08	35.77	-0.386617362773262
"471"	-90.72	35	-0.060921078694486
"472"	-93.23	33.28	0.232519115224343
"473"	-92.82	34.37	0.73198524949165
"474"	-91.53	36.48	-0.707351229445029
"475"	-90.82	34.73	-1.00406326155277
"476"	-92.63	35.9	-0.533141465954074
"477"	-91.9	36.07	-0.33455265122816
"478"	-94.27	34.57	-0.372422074625779
"479"	-91.83	33.58	-0.779206659195547
"480"	-92.73	35.13	-0.134952051843862
"481"	-93.63	34.55	-0.179756826174041
"482"	-92.5	36.33	-0.973771082354394
"483"	-92.38	36.33	-1.03019561485772
"484"	-92.13	35.87	-0.0793864231012071
"485"	-94.02	35.57	-0.527035482645379
"486"	-93.72	34.15	0.252486557409331
"487"	-93.85	33.97	0.704899900246147
"488"	-93.87	34.12	0.720409922268103
"489"	-93.83	34.23	-0.191893697536677
"490"	-91.28	35.6	0.137826438510134
"491"	-93.17	34.95	-0.307343605864186
"492"	-94.4	35.8	-0.939608322662816
"493"	-93.8	34.63	-0.564533517726226
"494"	-93.92	33.77	0.0614044191108204
"495"	-89.97	35.72	0.260711916181132
"496"	-92.82	34.62	-0.00360440642070139
"497"	-93.82	35.48	-0.0547268589223365
"498"	-93.45	35.63	-0.727257291618449
"499"	-93.72	35.3	0.000457237551113737
"500"	-90.58	35.27	0.875691761141588
"501"	-93.95	34.8	-1.11771147754375
"502"	-92.82	35	-0.316406678655719
"503"	-92.02	34.22	-0.458934543483607
"504"	-93.9	34.58	-1.10598008675996
"505"	-90.97	36.27	-0.808073166805317
"506"	-91.5	33.23	-0.962287509902364
"507"	-93.38	33.8	-0.139471726659968
"508"	-93.88	35.3	-0.451674841398143
"509"	-94.12	36.33	-0.60464320637525
"510"	-91.27	33.8	-0.0762095034731669
"511"	-93.13	35.3	0.49224596842438
"512"	-91.13	34.38	0.0595757651493246
"513"	-90.13	36.45	0.347562629211009
"514"	-91.83	36.38	-0.559809606535068
"515"	-91.73	35.25	0.454464330286311
"516"	-92.35	34.45	-0.113636458601226
"517"	-92.28	35.63	0.0550444165376668
"518"	-94.55	36.18	0.439176677551089
"519"	-92.8	33.92	0.595844430313855
"520"	-93.52	34.7	-0.101774652374854
"521"	-91.53	34.48	0.692183248476074
"522"	-91.42	34.47	-0.367883206844375
"523"	-93.65	35.3	0.134134098928819
"524"	-93.45	33.1	-0.30521075690364
"525"	-94	33.45	0.0876497034260587
"526"	-94.1	34.9	0.535421067184214
"527"	-90.93	36.13	0.333630490820089
"528"	-92.07	33.6	-0.540566853843016
"529"	-93.95	35.68	-0.64903101056446
"530"	-90.77	35.22	0.626639145934857
"531"	-118.27	34.5	0.0413837612652252
"532"	-117.42	34.58	-1.14744497716694
"533"	-120.95	41.2	1.91826095063383
"534"	-122.03	37.87	1.34445781217392
"535"	-123.6	40.18	0.309243121211668
"536"	-118.55	34.32	0.600617609515727
"537"	-116.78	32.83	-0.541708756500387
"538"	-118.13	34.18	0.273001778250717
"539"	-120.53	41.5	1.2245753396762
"540"	-119.48	35.98	-0.318865217037668
"541"	-122.43	38.58	0.816238277059338
"542"	-121.78	38	0.634208611206201
"543"	-121.73	37.98	0.59011601328914
"544"	-116.67	33.55	-0.433972100475349
"545"	-117.22	34.52	-1.33123300964657
"546"	-120.57	35.12	0.304087786997694
"547"	-118.17	34.22	0.142655518621123
"548"	-118.83	36.48	-0.271375831964908
"549"	-117.88	33.9	0.169882020431442
"550"	-119.48	37.08	-0.156239788117152
"551"	-121.07	38.88	0.82697826678268
"552"	-118.32	33.35	0.141045025882731
"553"	-117.9	34.13	0.0975003121793155
"554"	-118.18	34.95	-0.248008403258302
"555"	-116.12	35.38	-1.05723406064155
"556"	-119.1	36.9	0.127675869381299
"557"	-117.85	33.93	0.280233370564736
"558"	-116.67	32.68	-0.413591735886734
"559"	-117.02	34.9	-1.09384680325894
"560"	-116.98	33.93	-0.625726967894537
"561"	-116.97	33.98	-0.470093113487481
"562"	-118.45	34.08	0.737333498170586
"563"	-122.1	37.08	0.744557438367891
"564"	-122.27	37.87	0.536331785506699
"565"	-123.25	40.75	0.134177114236876
"566"	-116.92	34.25	-0.00487807609921036
"567"	-116.97	34.23	0.0406062392787821
"568"	-120.52	39.3	1.07922535837824
"569"	-119.25	37.2	0.112924384158374
"570"	-117.82	34.17	-0.30038733233884
"571"	-117.68	34.38	-0.162694112097839
"572"	-121.78	36.25	0.633290051937507
"573"	-118.18	34.3	0.140773274955971
"574"	-118.58	37.25	-0.56184864954073
"575"	-118.42	37.37	1.44379689280301
"576"	-122.15	37.28	0.194262874015357
"577"	-120.7	39.28	0.857158310546056
"578"	-114.6	33.62	-0.815910028750283
"579"	-114.72	33.62	-0.528277201753444
"580"	-120.1	39.38	0.70312946956649
"581"	-117.03	32.67	-0.403466767689237
"582"	-123.37	39.02	0.311570579105808
"583"	-116.42	33.27	-0.658138897504669
"584"	-116.33	33.22	-0.937038857125483
"585"	-116.33	32.67	-0.835916279729112
"586"	-120.65	39.45	0.746249055879607
"587"	-120.8	35.87	0.159890076745122
"588"	-123.67	39.68	0.278927371240304
"589"	-115.55	32.95	-0.0866310078122174
"590"	-119.23	38.27	0.901986213220273
"591"	-123.82	40.52	0.152464732552015
"592"	-122.15	38.77	0.544648094574991
"593"	-121.33	39.68	1.26527234786054
"594"	-121.85	40.87	0.447422886847974
"595"	-121.33	39.92	1.26776118924661
"596"	-121.15	39.42	1.26506229990426
"597"	-118.3	34.18	0.47613221497125
"598"	-118.37	34.2	0.534943586299345
"599"	-122.35	37.58	0.566392290836774
"600"	-123.47	40.8	-0.14502944608071
"601"	-122.08	37.87	1.26351080863173
"602"	-119.47	35.4	1.00494896789919
"603"	-116.78	33.92	-0.304711230607857
"604"	-117.23	32.67	-1.05912996306377
"605"	-119.97	34.62	0.0562077617113124
"606"	-120.32	38.28	-0.0323820190193794
"607"	-121.82	37.48	-0.17837819109651
"608"	-115.47	32.68	0.239460547397146
"609"	-122.58	38.58	0.961689518898038
"610"	-122.8	41.3	1.18393907323185
"611"	-116.47	32.62	-0.386894308102212
"612"	-120.85	38.25	0.464563205099978
"613"	-120.68	35.35	0.43645728106109
"614"	-121.05	39.45	1.02447061917597
"615"	-120.87	41.45	0.91812284857304
"616"	-118.57	34.18	0.229309939616312
"617"	-117.93	35.32	-0.305576011133002
"618"	-121.08	40.17	1.03825242900363
"619"	-121.15	40.08	1.08509881909796
"620"	-121.73	36.48	0.220070391174297
"621"	-120.05	37.4	0.40462092408412
"622"	-123.13	38.53	0.70483351077872
"623"	-123.05	41.1	1.28668374244285
"624"	-120.17	41.53	1.10795572171284
"625"	-121.67	39.78	0.808963628678515
"626"	-121.22	39.48	1.37921796959847
"627"	-118.6	34.25	0.715809987298928
"628"	-119.92	37.97	-0.0661298177898391
"629"	-121.22	40.3	1.13266534073506
"630"	-121.82	39.7	0.609303648266238
"631"	-121.6	36.9	0.367389680963017
"632"	-117.1	32.6	-0.648211624365726
"633"	-121.3	38.7	1.05637645292329
"634"	-117.73	34.12	-0.164196341842334
"635"	-117.72	34.1	-0.13542899969603
"636"	-121.53	38.42	0.863450399486344
"637"	-123.45	41.72	0.075012149365712
"638"	-122.98	38.77	0.431349726264892
"639"	-120.35	36.15	0.353450426292532
"640"	-120.57	36.23	0.267911517370117
"641"	-121.72	39.93	0.673752061672264
"642"	-118.12	34.3	0.271810228472925
"643"	-122.13	40.4	-0.540917268522413
"644"	-120.95	39.1	1.21057357945587
"645"	-121.18	39.32	1.15715330580036
